nombre,código,"Cod. Materia",Semestre,Grupo,,,"Descripcion Evaluacion",Porcentaje,Descripcion,"Nom. Materia",,Nota,"Nota Definitiva"

Fabián,178,ST0242,20152,33,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,49

Fabián,178,ST0242,20152,33,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,50,49

Fabio,179,ST0242,20152,34,,,"Talleres semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Talleres semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabio,179,ST0242,20152,34,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fabiola,180,ST0242,20152,33,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,39,34

Fabiola,180,ST0242,20152,33,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,39,34

Fabiola,180,ST0242,20152,33,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,27,34

Fabiola,180,ST0242,20152,33,,,"Talleres Semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,16,34

Fabiola,180,ST0242,20152,33,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,30,34

Fabiola,180,ST0242,20152,33,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,34

Fabiola,180,ST0242,20152,33,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,44,34

Facundo,181,ST0242,20152,34,,,"Talleres semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,49,48

Facundo,181,ST0242,20152,34,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,48

Facundo,181,ST0242,20152,34,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,48

Facundo,181,ST0242,20152,34,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,48

Facundo,181,ST0242,20152,34,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,46,48

Facundo,181,ST0242,20152,34,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,48

Facundo,181,ST0242,20152,34,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,45,48

Fátima,182,ST0242,20152,34,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,0,12

Fátima,182,ST0242,20152,34,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,12

Fátima,182,ST0242,20152,34,,,"Talleres semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,18,12

Fátima,182,ST0242,20152,34,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,0,12

Fátima,182,ST0242,20152,34,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,10,12

Fátima,182,ST0242,20152,34,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,25,12

Fátima,182,ST0242,20152,34,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,10,12

Faustino,183,ST0242,20152,33,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,49,35

Faustino,183,ST0242,20152,33,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,26,35

Faustino,183,ST0242,20152,33,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,15,35

Faustino,183,ST0242,20152,33,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,29,35

Faustino,183,ST0242,20152,33,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,35

Faustino,183,ST0242,20152,33,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,35

Faustino,183,ST0242,20152,33,,,"Talleres Semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,31,35

Fausto,184,ST0242,20152,33,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fausto,184,ST0242,20152,33,,,"Talleres Semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,49,50

Fausto,184,ST0242,20152,33,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fausto,184,ST0242,20152,33,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fausto,184,ST0242,20152,33,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fausto,184,ST0242,20152,33,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fausto,184,ST0242,20152,33,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Federico,185,ST0242,20152,34,,,"Talleres semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,47,44

Federico,185,ST0242,20152,34,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,45,44

Federico,185,ST0242,20152,34,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,44

Federico,185,ST0242,20152,34,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,45,44

Federico,185,ST0242,20152,34,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,45,44

Federico,185,ST0242,20152,34,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,26,44

Federico,185,ST0242,20152,34,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,45,44

Feliciano,186,ST0242,20152,33,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,50,48

Feliciano,186,ST0242,20152,33,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,48

Feliciano,186,ST0242,20152,33,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,45,48

Feliciano,186,ST0242,20152,33,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,48

Feliciano,186,ST0242,20152,33,,,"Talleres Semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,43,48

Feliciano,186,ST0242,20152,33,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,48

Feliciano,186,ST0242,20152,33,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,48

Felipe,187,ST0242,20152,33,,,"Talleres Semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,9,4

Felipe,187,ST0242,20152,33,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,0,4

Felipe,187,ST0242,20152,33,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,0,4

Felipe,187,ST0242,20152,33,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,0,4

Felipe,187,ST0242,20152,33,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,20,4

Felipe,187,ST0242,20152,33,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,0,4

Felipe,187,ST0242,20152,33,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,0,4

Félix,188,ST0242,20152,33,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,33,,,"Talleres Semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,33,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,33,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,47,50

Félix,188,ST0242,20152,33,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,33,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,33,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Talleres semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Talleres semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Félix,188,ST0242,20152,34,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,50,50

Fermín,189,ST0242,20152,33,,,"Parcial 1",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,NULL,17

Fermín,189,ST0242,20152,33,,,"Quizzes semanales",10,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,NULL,17

Fermín,189,ST0242,20152,33,,,"Primera entrega de la práctica",5,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,NULL,17

Fermín,189,ST0242,20152,33,,,"Parcial 2",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,NULL,17

Fermín,189,ST0242,20152,33,,,"Parcial 3",15,1-PARCIAL,"FUNDAMENTOS DE PROGRAMACIÓN",,NULL,17

Fermín,189,ST0242,20152,33,,,"Talleres Semanales",20,2-SEGUIMIENTO,"FUNDAMENTOS DE PROGRAMACIÓN",,NULL,17

Fermín,189,ST0242,20152,33,,,"Trabajo Final",25,"4-TRABAJO FINAL","FUNDAMENTOS DE PROGRAMACIÓN",,NULL,17

Aarón,0,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,33

Aarón,0,ST0245,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,28,33

Aarón,0,ST0245,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,28,33

Aarón,0,ST0245,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,33

Aarón,0,ST0245,20142,032,,,"PRACTICA FINAL",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,40,33

Aarón,0,ST0245,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,33

Abdón,1,ST0245,20142,031,,,"Segundo parcial",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,30,30

Abdón,1,ST0245,20142,031,,,"Primer parcial",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,10,30

Abdón,1,ST0245,20142,031,,,"Práctica final",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,20,30

Abdón,1,ST0245,20142,031,,,"Tarea 2",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,30

Abdón,1,ST0245,20142,031,,,"Informes de lectura previa",10,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,30

Abdón,1,ST0245,20142,031,,,"Tarea 1",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,47,30

Abdón,1,ST0245,20142,031,,,"Otras tareas y quices",13,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,48,30

Abdón,1,ST0245,20142,031,,,"Prácica 0",10,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,48,30

Abel,2,ST0245,20142,031,,,"Tarea 2",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,27

Abel,2,ST0245,20142,031,,,"Práctica final",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,35,27

Abel,2,ST0245,20142,031,,,"Tarea 1",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,27

Abel,2,ST0245,20142,031,,,"Otras tareas y quices",13,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,27

Abel,2,ST0245,20142,031,,,"Informes de lectura previa",10,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,27

Abel,2,ST0245,20142,031,,,"Segundo parcial",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,12,27

Abel,2,ST0245,20142,031,,,"Primer parcial",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,10,27

Abel,2,ST0245,20142,031,,,"Prácica 0",10,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,20,27

Abelardo,3,ST0245,20142,031,,,"Informes de lectura previa",10,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,37

Abelardo,3,ST0245,20142,031,,,"Práctica final",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,46,37

Abelardo,3,ST0245,20142,031,,,"Tarea 2",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,37

Abelardo,3,ST0245,20142,031,,,"Prácica 0",10,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,48,37

Abelardo,3,ST0245,20142,031,,,"Segundo parcial",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,35,37

Abelardo,3,ST0245,20142,031,,,"Tarea 1",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,47,37

Abelardo,3,ST0245,20142,031,,,"Primer parcial",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,10,37

Abelardo,3,ST0245,20142,031,,,"Otras tareas y quices",13,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,44,37

Abrahán,4,ST0245,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,35

Abrahán,4,ST0245,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,17,35

Abrahán,4,ST0245,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,35

Abrahán,4,ST0245,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,20,35

Abrahán,4,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,35

Abrahán,4,ST0245,20142,032,,,"PRACTICA FINAL",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,43,35

Absalón,5,ST0245,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Absalón,5,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Absalón,5,ST0245,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,28,41

Absalón,5,ST0245,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Absalón,5,ST0245,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,33,41

Absalón,5,ST0245,20142,032,,,"PRACTICA FINAL",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,41

Acacio,6,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,46

Acacio,6,ST0245,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,46

Acacio,6,ST0245,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,43,46

Acacio,6,ST0245,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,46

Acacio,6,ST0245,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,46,46

Acacio,6,ST0245,20142,032,,,"PRACTICA FINAL",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,46

Adalberto,7,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Adalberto,7,ST0245,20142,032,,,"PRACTICA FINAL",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,46,41

Adalberto,7,ST0245,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,30,41

Adalberto,7,ST0245,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,41

Adalberto,7,ST0245,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Adalberto,7,ST0245,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,31,41

Adán,8,ST0245,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,32

Adán,8,ST0245,20142,032,,,"PRACTICA FINAL",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,41,32

Adán,8,ST0245,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,28,32

Adán,8,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,32

Adán,8,ST0245,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,32

Adán,8,ST0245,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,32

Adela,9,ST0245,20142,032,,,"PRACTICA FINAL",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,46

Adela,9,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,46

Adela,9,ST0245,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,40,46

Adela,9,ST0245,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,46

Adela,9,ST0245,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,47,46

Adela,9,ST0245,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,46

Adelaida,10,ST0245,20142,031,,,"Segundo parcial",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,19,36

Adelaida,10,ST0245,20142,031,,,"Otras tareas y quices",13,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,36

Adelaida,10,ST0245,20142,031,,,"Informes de lectura previa",10,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Adelaida,10,ST0245,20142,031,,,"Práctica final",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,41,36

Adelaida,10,ST0245,20142,031,,,"Tarea 1",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Adelaida,10,ST0245,20142,031,,,"Tarea 2",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,36

Adelaida,10,ST0245,20142,031,,,"Primer parcial",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,26,36

Adelaida,10,ST0245,20142,031,,,"Prácica 0",10,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,46,36

Adolfo,11,ST0245,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,39

Adolfo,11,ST0245,20142,032,,,"PRACTICA FINAL",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,39

Adolfo,11,ST0245,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,39

Adolfo,11,ST0245,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,24,39

Adolfo,11,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,39

Adolfo,11,ST0245,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,27,39

Adón,12,ST0245,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,43

Adón,12,ST0245,20142,032,,,"PRACTICA FINAL",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,48,43

Adón,12,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,43

Adón,12,ST0245,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,43

Adón,12,ST0245,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,34,43

Adón,12,ST0245,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,33,43

Adrián,13,ST0245,20142,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

